,Company,Flight_Num,Dep,Sche,Dept,Type,Status,Date
76,아시아나항공,OZ8930,GMP(김포),16:20,16:44,여객,출발,2007-06-23
77,대한항공,KE1956,CJJ(청주),16:20,16:41,여객,출발,2007-06-23
78,제주항공,7C506,PUS(김해),16:30,16:50,여객,출발,2007-06-23
79,HAN,HS304,CJJ(청주),16:35,16:57,여객,출발,2007-06-23
80,대한항공,KE1244,GMP(김포),16:50,17:13,여객,출발,2007-06-23
81,제주항공,7C124,GMP(김포),16:55,:,여객,,2007-06-23
82,제주항공,7C124,GMP(김포),16:55,17:15,여객,출발,2007-06-23
83,대한항공,KE1242,GMP(김포),16:55,17:08,여객,출발,2007-06-23
84,아시아나항공,OZ8932,GMP(김포),17:00,17:25,여객,출발,2007-06-23
85,아시아나항공,OZ8934,GMP(김포),17:05,17:18,여객,출발,2007-06-23
86,아시아나항공,OZ8236,CJJ(청주),17:05,17:22,여객,출발,2007-06-23
87,대한항공,KE1248,GMP(김포),17:10,17:20,여객,출발,2007-06-23
88,대한항공,KE1916,KUV(군산),17:15,17:28,여객,출발,2007-06-23
89,아시아나항공,OZ8128,TAE(대구),17:30,17:38,여객,출발,2007-06-23
90,제주항공,7C126,GMP(김포),17:30,17:42,여객,출발,2007-06-23
91,대한항공,KE1020,PUS(김해),17:35,17:47,여객,출발,2007-06-23
92,대한항공,KE1250,GMP(김포),17:50,17:59,여객,출발,2007-06-23
93,중국동방항공,MU5038,PVG(푸동),18:00,:,여객,취소,2007-06-23
94,대한항공,KE717,NRT(나리타),18:10,18:16,여객,출발,2007-06-23
95,원동항공,EF715,TPE(타오위안 국제 공항),18:10,18:59,여객,출발,2007-06-23
96,대한항공,KE1252,GMP(김포),18:10,18:18,여객,출발,2007-06-23
97,대한항공,KE1254,GMP(김포),18:20,18:28,여객,출발,2007-06-23
98,아시아나항공,OZ8988,GMP(김포),18:25,18:32,여객,출발,2007-06-23
99,아시아나항공,OZ8108,PUS(김해),18:30,18:40,여객,출발,2007-06-23
100,대한항공,KE1908,KWJ(광주),18:40,18:46,여객,출발,2007-06-23
101,아시아나항공,OZ8938,GMP(김포),18:45,18:55,여객,출발,2007-06-23
102,대한항공,KE733,KIX(간사이),18:50,19:03,여객,출발,2007-06-23
103,대한항공,KE1256,GMP(김포),18:55,19:16,여객,출발,2007-06-23
104,대한항공,KE1022,PUS(김해),18:55,19:05,여객,출발,2007-06-23
105,중국동방항공,MU2076,PVG(푸동),19:00,19:13,여객,출발,2007-06-23
106,제주항공,7C128,GMP(김포),19:00,19:28,여객,출발,2007-06-23
107,제주항공,7C508,PUS(김해),19:10,19:20,여객,출발,2007-06-23
108,원동항공,EF717,TPE(타오위안 국제 공항),19:15,19:18,여객,출발,2007-06-23
109,대한항공,KE1958,CJJ(청주),19:30,19:49,여객,출발,2007-06-23
110,아시아나항공,OZ8114,PUS(김해),19:30,19:37,여객,출발,2007-06-23
111,대한항공,KE1258,GMP(김포),19:35,19:42,여객,출발,2007-06-23
112,중국동방항공,MU2074,PVG(푸동),19:55,20:03,여객,출발,2007-06-23
113,HAN,HS306,CJJ(청주),20:00,20:18,여객,출발,2007-06-23
114,대한항공,KE1030,PUS(김해),20:00,20:08,여객,출발,2007-06-23
115,아시아나항공,OZ8130,TAE(대구),20:00,20:06,여객,출발,2007-06-23
116,대한항공,KE1810,TAE(대구),20:05,20:13,여객,출발,2007-06-23
117,아시아나항공,OZ8238,CJJ(청주),20:15,20:30,여객,출발,2007-06-23
118,원동항공,EF719,TPE(타오위안 국제 공항),20:20,20:24,여객,출발,2007-06-23
119,제주항공,7C130,GMP(김포),20:20,20:44,여객,출발,2007-06-23
120,아시아나항공,OZ8946,GMP(김포),20:25,20:38,여객,출발,2007-06-23
121,아시아나항공,OZ8150,KWJ(광주),20:30,20:39,여객,출발,2007-06-23
122,아시아나항공,OZ8112,PUS(김해),20:30,20:45,여객,출발,2007-06-23
123,대한항공,KE1260,GMP(김포),20:40,20:53,여객,출발,2007-06-23
124,제주항공,7C132,GMP(김포),20:45,:,여객,,2007-06-23
125,대한항공,KE1264,GMP(김포),20:50,20:58,여객,출발,2007-06-23
126,제주항공,7C132,GMP(김포),20:55,20:59,여객,출발,2007-06-23
127,대한항공,KE1266,GMP(김포),21:05,21:09,여객,출발,2007-06-23
128,아시아나항공,OZ8950,GMP(김포),21:10,21:19,여객,출발,2007-06-23
129,제주항공,7C134,GMP(김포),21:15,21:22,여객,출발,2007-06-23
130,대한항공,KE1268,GMP(김포),21:25,21:32,여객,출발,2007-06-23
131,아시아나항공,OZ8952,GMP(김포),21:30,21:36,여객,출발,2007-06-23
0,대한항공,KE1200,GMP(김포),07:05,07:13,여객,출발,2007-06-24
1,제주항공,7C102,GMP(김포),07:10,07:17,여객,출발,2007-06-24
2,아시아나항공,OZ8900,GMP(김포),07:25,07:33,여객,출발,2007-06-24
3,대한항공,KE1002,PUS(김해),08:00,08:06,여객,출발,2007-06-24
4,대한항공,KE1004,PUS(김해),08:20,08:27,여객,출발,2007-06-24
5,제주항공,7C106,GMP(김포),08:25,08:35,여객,출발,2007-06-24
6,아시아나항공,OZ8902,GMP(김포),08:30,08:38,여객,출발,2007-06-24
7,제주항공,7C502,PUS(김해),08:35,08:47,여객,출발,2007-06-24
8,제주항공,7C108,GMP(김포),08:50,08:55,여객,출발,2007-06-24
9,대한항공,KE1008,PUS(김해),08:55,09:03,여객,출발,2007-06-24
10,대한항공,KE1802,TAE(대구),09:00,09:07,여객,출발,2007-06-24
11,아시아나항공,OZ8906,GMP(김포),09:00,09:11,여객,출발,2007-06-24
12,아시아나항공,OZ8142,KWJ(광주),09:10,09:13,여객,출발,2007-06-24
13,아시아나항공,OZ8102,PUS(김해),09:15,09:19,여객,출발,2007-06-24
14,대한항공,KE1208,GMP(김포),09:15,09:27,여객,출발,2007-06-24
15,HAN,HS302,CJJ(청주),09:30,09:38,여객,출발,2007-06-24
16,아시아나항공,OZ8232,CJJ(청주),09:30,09:34,여객,출발,2007-06-24
17,아시아나항공,OZ8122,TAE(대구),09:30,09:36,여객,출발,2007-06-24
18,대한항공,KE1932,RSU(여수),09:40,09:48,여객,출발,2007-06-24
19,대한항공,KE1952,CJJ(청주),09:50,10:00,여객,출발,2007-06-24
20,대한항공,KE1210,GMP(김포),09:50,10:02,여객,출발,2007-06-24
21,대한항공,KE1914,KUV(군산),10:00,10:11,여객,출발,2007-06-24
22,대한항공,KE1902,KWJ(광주),10:20,10:28,여객,출발,2007-06-24
23,제주항공,7C504,PUS(김해),10:30,10:36,여객,출발,2007-06-24
24,대한항공,KE1214,GMP(김포),10:35,10:52,여객,출발,2007-06-24
25,아시아나항공,OZ8910,GMP(김포),10:35,10:55,여객,출발,2007-06-24
26,대한항공,KE1212,GMP(김포),10:50,10:59,여객,출발,2007-06-24
27,중국동방항공,MU2010,HGH(항저우),11:00,12:01,여객,지연,2007-06-24
28,제주항공,7C110,GMP(김포),11:15,11:35,여객,출발,2007-06-24
29,대한항공,KE1010,PUS(김해),11:20,11:30,여객,출발,2007-06-24
30,제주항공,7C112,GMP(김포),11:25,11:39,여객,출발,2007-06-24
31,아시아나항공,OZ8912,GMP(김포),11:30,11:43,여객,출발,2007-06-24
32,원동항공,EF701,TPE(타오위안 국제 공항),11:35,11:56,여객,출발,2007-06-24
33,아시아나항공,OZ8914,GMP(김포),11:40,11:48,여객,출발,2007-06-24
34,아시아나항공,OZ8126,TAE(대구),11:45,12:04,여객,출발,2007-06-24
35,중국남방항공,CZ6078,DLC(대련),12:00,12:44,여객,출발,2007-06-24
36,중국동방항공,MU5036,PVG(푸동),12:00,12:53,여객,출발,2007-06-24
37,대한항공,KE1012,PUS(김해),12:10,12:38,여객,출발,2007-06-24
38,대한항공,KE1804,TAE(대구),12:10,12:29,여객,출발,2007-06-24
39,아시아나항공,OZ8918,GMP(김포),12:10,12:23,여객,출발,2007-06-24
40,대한항공,KE1216,GMP(김포),12:10,12:33,여객,출발,2007-06-24
41,대한항공,KE1852,WJU(원주),12:20,12:34,여객,출발,2007-06-24
42,제주항공,7C114,GMP(김포),12:20,12:40,여객,출발,2007-06-24
43,아시아나항공,OZ8920,GMP(김포),12:25,12:43,여객,출발,2007-06-24
44,대한항공,KE755,NGO(나고야),12:30,12:47,여객,출발,2007-06-24
45,원동항공,EF751,KHH(가오슝),12:35,12:57,여객,출발,2007-06-24
46,원동항공,EF703,TPE(타오위안 국제 공항),12:35,12:51,여객,출발,2007-06-24
47,대한항공,KE1220,GMP(김포),12:50,13:03,여객,출발,2007-06-24
48,대한항공,KE1904,KWJ(광주),13:00,13:05,여객,출발,2007-06-24
49,대한항공,KE1218,GMP(김포),13:00,13:08,여객,출발,2007-06-24
50,HAN,HS204,GMP(김포),13:00,13:13,여객,출발,2007-06-24
51,제주항공,7C116,GMP(김포),13:10,:,여객,,2007-06-24
52,아시아나항공,OZ8104,PUS(김해),13:10,13:19,여객,출발,2007-06-24
53,대한항공,KE1954,CJJ(청주),13:20,13:33,여객,출발,2007-06-24
54,대한항공,KE795,FUK(후쿠오카),13:30,14:54,여객,지연,2007-06-24
55,대한항공,KE1226,GMP(김포),13:30,13:38,여객,출발,2007-06-24
56,중국동방항공,MU274,PEK(베이징),13:30,13:51,여객,출발,2007-06-24
57,제주항공,7C116,GMP(김포),13:35,13:43,여객,출발,2007-06-24
58,원동항공,EF707,TPE(타오위안 국제 공항),13:40,13:54,여객,출발,2007-06-24
59,아시아나항공,OZ8924,GMP(김포),13:45,14:12,여객,출발,2007-06-24
60,대한항공,KE1224,GMP(김포),13:55,14:08,여객,출발,2007-06-24
61,대한항공,KE1230,GMP(김포),14:00,14:10,여객,출발,2007-06-24
62,제주항공,7C118,GMP(김포),14:10,14:16,여객,출발,2007-06-24
63,아시아나항공,OZ136,FUK(후쿠오카),14:20,14:22,여객,출발,2007-06-24
64,대한항공,KE1014,PUS(김해),14:20,14:29,여객,출발,2007-06-24
65,대한항공,KE1234,GMP(김포),14:20,14:33,여객,출발,2007-06-24
66,아시아나항공,OZ8234,CJJ(청주),14:35,14:40,여객,출발,2007-06-24
67,아시아나항공,OZ8144,KWJ(광주),14:40,14:47,여객,출발,2007-06-24
68,제주항공,7C120,GMP(김포),15:05,15:14,여객,출발,2007-06-24
69,원동항공,EF711,TPE(타오위안 국제 공항),15:20,15:27,여객,출발,2007-06-24
70,중국동방항공,MU2072,PVG(푸동),15:20,15:19,여객,출발,2007-06-24
71,아시아나항공,OZ8928,GMP(김포),15:20,15:30,여객,출발,2007-06-24
72,대한항공,KE1238,GMP(김포),15:30,15:41,여객,출발,2007-06-24
73,대한항공,KE1906,KWJ(광주),15:35,15:48,여객,출발,2007-06-24
74,대한항공,KE1806,TAE(대구),15:40,15:50,여객,출발,2007-06-24
75,제주항공,7C122,GMP(김포),15:40,15:46,여객,출발,2007-06-24
76,아시아나항공,OZ8146,KWJ(광주),16:00,16:05,여객,출발,2007-06-24
77,대한항공,KE1018,PUS(김해),16:10,16:16,여객,출발,2007-06-24
78,대한항공,KE1824,USN(울산),16:15,16:31,여객,출발,2007-06-24
79,대한항공,KE1956,CJJ(청주),16:20,16:43,여객,출발,2007-06-24
80,제주항공,7C506,PUS(김해),16:30,16:38,여객,출발,2007-06-24
81,HAN,HS304,CJJ(청주),16:35,16:47,여객,출발,2007-06-24
82,제주항공,7C124,GMP(김포),16:55,:,여객,,2007-06-24
83,제주항공,7C124,GMP(김포),16:55,17:06,여객,출발,2007-06-24
84,대한항공,KE1242,GMP(김포),16:55,17:10,여객,출발,2007-06-24
85,아시아나항공,OZ8932,GMP(김포),17:00,17:19,여객,출발,2007-06-24
86,아시아나항공,OZ8934,GMP(김포),17:05,17:15,여객,출발,2007-06-24
87,아시아나항공,OZ8236,CJJ(청주),17:05,17:12,여객,출발,2007-06-24
88,대한항공,KE1248,GMP(김포),17:10,17:23,여객,출발,2007-06-24
89,대한항공,KE1916,KUV(군산),17:15,17:25,여객,출발,2007-06-24
90,대한항공,KE1812,TAE(대구),17:25,17:31,여객,출발,2007-06-24
91,아시아나항공,OZ8128,TAE(대구),17:30,17:42,여객,출발,2007-06-24
92,제주항공,7C126,GMP(김포),17:30,17:44,여객,출발,2007-06-24
93,대한항공,KE1020,PUS(김해),17:35,17:46,여객,출발,2007-06-24
94,대한항공,KE1832,HIN(사천),17:40,18:18,여객,지연,2007-06-24
95,중국남방항공,CZ694,SHE(심양),17:40,18:16,여객,출발,2007-06-24
96,대한항공,KE1250,GMP(김포),17:50,18:01,여객,출발,2007-06-24
97,아시아나항공,OZ1627,HIJ(히로시마),18:00,18:14,여객,출발,2007-06-24
98,중국동방항공,MU5038,PVG(푸동),18:00,19:57,여객,지연,2007-06-24
99,대한항공,KE1252,GMP(김포),18:10,18:21,여객,출발,2007-06-24
100,대한항공,KE717,NRT(나리타),18:10,18:07,여객,출발,2007-06-24
101,원동항공,EF715,TPE(타오위안 국제 공항),18:10,20:11,여객,지연,2007-06-24
102,아시아나항공,OZ8148,KWJ(광주),18:20,18:29,여객,출발,2007-06-24
103,대한항공,KE1254,GMP(김포),18:20,18:32,여객,출발,2007-06-24
104,아시아나항공,OZ8988,GMP(김포),18:25,18:35,여객,출발,2007-06-24
105,아시아나항공,OZ8108,PUS(김해),18:30,18:37,여객,출발,2007-06-24
106,대한항공,KE1908,KWJ(광주),18:40,18:46,여객,출발,2007-06-24
107,아시아나항공,OZ8938,GMP(김포),18:45,18:55,여객,출발,2007-06-24
108,대한항공,KE733,KIX(간사이),18:50,19:01,여객,출발,2007-06-24
109,대한항공,KE1256,GMP(김포),18:55,19:03,여객,출발,2007-06-24
110,제주항공,7C128,GMP(김포),19:00,19:07,여객,출발,2007-06-24
111,중국동방항공,MU2076,PVG(푸동),19:00,19:20,여객,출발,2007-06-24
112,대한항공,KE1024,PUS(김해),19:05,19:17,여객,출발,2007-06-24
113,제주항공,7C508,PUS(김해),19:10,19:24,여객,출발,2007-06-24
114,원동항공,EF717,TPE(타오위안 국제 공항),19:15,20:01,여객,출발,2007-06-24
115,대한항공,KE1958,CJJ(청주),19:30,19:42,여객,출발,2007-06-24
116,대한항공,KE1424,ICN(인천),19:30,19:38,여객,출발,2007-06-24
117,대한항공,KE1258,GMP(김포),19:35,19:44,여객,출발,2007-06-24
118,중국동방항공,MU2074,PVG(푸동),19:55,22:06,여객,지연,2007-06-24
119,대한항공,KE1030,PUS(김해),20:00,20:07,여객,출발,2007-06-24
120,HAN,HS306,CJJ(청주),20:00,20:09,여객,출발,2007-06-24
121,아시아나항공,OZ8130,TAE(대구),20:00,20:15,여객,출발,2007-06-24
122,대한항공,KE1810,TAE(대구),20:05,20:21,여객,출발,2007-06-24
123,아시아나항공,OZ8238,CJJ(청주),20:15,20:23,여객,출발,2007-06-24
124,원동항공,EF719,TPE(타오위안 국제 공항),20:20,22:10,여객,지연,2007-06-24
125,제주항공,7C130,GMP(김포),20:20,20:27,여객,출발,2007-06-24
126,대한항공,KE1262,GMP(김포),20:20,20:53,여객,지연,2007-06-24
127,아시아나항공,OZ8946,GMP(김포),20:25,20:31,여객,출발,2007-06-24
128,아시아나항공,OZ8150,KWJ(광주),20:30,20:40,여객,출발,2007-06-24
129,아시아나항공,OZ8112,PUS(김해),20:30,20:42,여객,출발,2007-06-24
130,대한항공,KE1260,GMP(김포),20:40,20:47,여객,출발,2007-06-24
131,제주항공,7C132,GMP(김포),20:45,:,여객,,2007-06-24
132,아시아나항공,OZ8948,GMP(김포),20:50,20:59,여객,출발,2007-06-24
133,대한항공,KE1264,GMP(김포),20:50,20:57,여객,출발,2007-06-24
134,제주항공,7C132,GMP(김포),20:55,21:03,여객,출발,2007-06-24
135,대한항공,KE1266,GMP(김포),21:05,21:09,여객,출발,2007-06-24
136,아시아나항공,OZ8950,GMP(김포),21:10,21:15,여객,출발,2007-06-24
137,제주항공,7C134,GMP(김포),21:15,21:29,여객,출발,2007-06-24
138,아시아나항공,OZ8592,ICN(인천),21:15,21:26,여객,,2007-06-24
139,대한항공,KE1268,GMP(김포),21:25,21:33,여객,출발,2007-06-24
140,아시아나항공,OZ8952,GMP(김포),21:30,21:35,여객,출발,2007-06-24
0,대한항공,KE1200,GMP(김포),07:05,07:16,여객,출발,2007-06-25
1,제주항공,7C102,GMP(김포),07:10,07:18,여객,출발,2007-06-25
2,아시아나항공,OZ8900,GMP(김포),07:25,07:34,여객,출발,2007-06-25
3,대한항공,KE1004,PUS(김해),08:20,08:32,여객,출발,2007-06-25
4,제주항공,7C106,GMP(김포),08:25,08:40,여객,출발,2007-06-25
5,대한항공,KE1006,PUS(김해),08:25,08:35,여객,출발,2007-06-25
6,아시아나항공,OZ8902,GMP(김포),08:30,08:58,여객,출발,2007-06-25
7,제주항공,7C502,PUS(김해),08:35,08:51,여객,출발,2007-06-25
8,대한항공,KE1204,GMP(김포),08:40,08:55,여객,출발,2007-06-25
9,제주항공,7C108,GMP(김포),08:50,09:10,여객,출발,2007-06-25
10,대한항공,KE1008,PUS(김해),08:55,09:16,여객,출발,2007-06-25
11,아시아나항공,OZ8906,GMP(김포),09:00,09:21,여객,출발,2007-06-25
12,대한항공,KE1802,TAE(대구),09:00,09:14,여객,출발,2007-06-25
13,아시아나항공,OZ8142,KWJ(광주),09:10,09:24,여객,출발,2007-06-25
14,아시아나항공,OZ8102,PUS(김해),09:15,09:28,여객,출발,2007-06-25
15,대한항공,KE1208,GMP(김포),09:15,09:25,여객,출발,2007-06-25
16,대한항공,KE855,PEK(베이징),09:15,09:19,여객,출발,2007-06-25
17,아시아나항공,OZ8122,TAE(대구),09:30,09:36,여객,출발,2007-06-25
18,아시아나항공,OZ8232,CJJ(청주),09:30,09:34,여객,출발,2007-06-25
19,HAN,HS302,CJJ(청주),09:30,09:42,여객,출발,2007-06-25
20,대한항공,KE1210,GMP(김포),09:50,09:57,여객,출발,2007-06-25
21,대한항공,KE1952,CJJ(청주),09:50,09:59,여객,출발,2007-06-25
22,대한항공,KE1902,KWJ(광주),10:20,10:30,여객,출발,2007-06-25
23,제주항공,7C504,PUS(김해),10:30,10:42,여객,출발,2007-06-25
24,아시아나항공,OZ8910,GMP(김포),10:35,10:48,여객,출발,2007-06-25
25,대한항공,KE1212,GMP(김포),10:50,11:07,여객,출발,2007-06-25
26,제주항공,7C110,GMP(김포),11:15,11:30,여객,출발,2007-06-25
27,대한항공,KE1010,PUS(김해),11:20,11:36,여객,출발,2007-06-25
28,제주항공,7C112,GMP(김포),11:25,11:38,여객,출발,2007-06-25
29,아시아나항공,OZ8912,GMP(김포),11:30,11:47,여객,출발,2007-06-25
30,아시아나항공,OZ8914,GMP(김포),11:40,11:49,여객,출발,2007-06-25
31,아시아나항공,OZ8126,TAE(대구),11:45,11:59,여객,출발,2007-06-25
32,대한항공,KE1216,GMP(김포),12:00,12:11,여객,출발,2007-06-25
33,중국동방항공,MU5036,PVG(푸동),12:00,12:27,여객,출발,2007-06-25
34,아시아나항공,OZ8918,GMP(김포),12:10,12:21,여객,출발,2007-06-25
35,대한항공,KE1012,PUS(김해),12:10,12:17,여객,출발,2007-06-25
36,대한항공,KE1804,TAE(대구),12:10,12:25,여객,출발,2007-06-25
37,대한항공,KE1852,WJU(원주),12:20,12:35,여객,출발,2007-06-25
38,제주항공,7C114,GMP(김포),12:20,12:42,여객,출발,2007-06-25
39,아시아나항공,OZ8920,GMP(김포),12:25,12:44,여객,출발,2007-06-25
40,대한항공,KE755,NGO(나고야),12:30,12:40,여객,출발,2007-06-25
41,원동항공,EF703,TPE(타오위안 국제 공항),12:35,12:37,여객,출발,2007-06-25
42,원동항공,EF751,KHH(가오슝),12:35,12:30,여객,출발,2007-06-25
43,대한항공,KE1220,GMP(김포),12:50,13:02,여객,출발,2007-06-25
44,HAN,HS204,GMP(김포),13:00,13:12,여객,출발,2007-06-25
45,대한항공,KE1904,KWJ(광주),13:00,13:16,여객,출발,2007-06-25
46,대한항공,KE1218,GMP(김포),13:00,13:09,여객,출발,2007-06-25
47,아시아나항공,OZ8104,PUS(김해),13:10,13:14,여객,출발,2007-06-25
48,제주항공,7C116,GMP(김포),13:10,:,여객,,2007-06-25
49,중국동방항공,MU274,PEK(베이징),13:30,13:52,여객,출발,2007-06-25
50,대한항공,KE1226,GMP(김포),13:30,13:41,여객,출발,2007-06-25
51,제주항공,7C116,GMP(김포),13:35,13:48,여객,출발,2007-06-25
52,원동항공,EF707,TPE(타오위안 국제 공항),13:40,13:44,여객,출발,2007-06-25
53,아시아나항공,OZ8924,GMP(김포),13:45,14:00,여객,출발,2007-06-25
54,대한항공,KE1954,CJJ(청주),13:50,14:04,여객,출발,2007-06-25
55,제주항공,7C118,GMP(김포),14:10,14:21,여객,출발,2007-06-25
56,대한항공,KE1014,PUS(김해),14:20,14:31,여객,출발,2007-06-25
57,대한항공,KE1234,GMP(김포),14:20,14:35,여객,출발,2007-06-25
58,아시아나항공,OZ8234,CJJ(청주),14:35,14:52,여객,출발,2007-06-25
59,아시아나항공,OZ8144,KWJ(광주),14:40,14:49,여객,출발,2007-06-25
60,제주항공,7C120,GMP(김포),15:05,15:18,여객,출발,2007-06-25
61,아시아나항공,OZ8928,GMP(김포),15:20,15:31,여객,출발,2007-06-25
62,중국동방항공,MU2072,PVG(푸동),15:20,15:09,여객,출발,2007-06-25
63,원동항공,EF711,TPE(타오위안 국제 공항),15:20,15:11,여객,출발,2007-06-25
64,대한항공,KE1238,GMP(김포),15:30,15:41,여객,출발,2007-06-25
65,대한항공,KE1906,KWJ(광주),15:35,15:46,여객,출발,2007-06-25
66,대한항공,KE1806,TAE(대구),15:40,15:49,여객,출발,2007-06-25
67,제주항공,7C122,GMP(김포),15:40,15:51,여객,출발,2007-06-25
68,대한항공,KE1240,GMP(김포),16:00,16:12,여객,출발,2007-06-25
69,아시아나항공,OZ8146,KWJ(광주),16:00,16:06,여객,출발,2007-06-25
70,대한항공,KE1018,PUS(김해),16:10,16:19,여객,출발,2007-06-25
71,제주항공,7C506,PUS(김해),16:30,16:38,여객,출발,2007-06-25
72,HAN,HS304,CJJ(청주),16:35,16:42,여객,출발,2007-06-25
73,아시아나항공,OZ8930,GMP(김포),16:40,16:56,여객,출발,2007-06-25
74,제주항공,7C124,GMP(김포),16:55,17:09,여객,출발,2007-06-25
75,대한항공,KE1242,GMP(김포),16:55,17:07,여객,출발,2007-06-25
76,제주항공,7C124,GMP(김포),16:55,:,여객,,2007-06-25
77,아시아나항공,OZ8932,GMP(김포),17:00,17:12,여객,출발,2007-06-25
78,아시아나항공,OZ8934,GMP(김포),17:05,17:20,여객,출발,2007-06-25
79,아시아나항공,OZ8236,CJJ(청주),17:05,17:22,여객,출발,2007-06-25
80,대한항공,KE1248,GMP(김포),17:10,17:30,여객,출발,2007-06-25
81,대한항공,KE1916,KUV(군산),17:15,17:25,여객,출발,2007-06-25
82,제주항공,7C126,GMP(김포),17:15,:,여객,,2007-06-25
83,제주항공,7C126,GMP(김포),17:30,17:40,여객,출발,2007-06-25
84,아시아나항공,OZ8128,TAE(대구),17:30,17:56,여객,출발,2007-06-25
85,대한항공,KE1020,PUS(김해),17:35,17:51,여객,출발,2007-06-25
86,대한항공,KE1250,GMP(김포),17:50,18:08,여객,출발,2007-06-25
87,중국동방항공,MU5038,PVG(푸동),18:00,18:12,여객,출발,2007-06-25
88,원동항공,EF715,TPE(타오위안 국제 공항),18:10,18:17,여객,출발,2007-06-25
89,대한항공,KE717,NRT(나리타),18:10,18:10,여객,출발,2007-06-25
90,대한항공,KE1254,GMP(김포),18:20,18:29,여객,출발,2007-06-25
91,아시아나항공,OZ8988,GMP(김포),18:25,18:44,여객,출발,2007-06-25
92,아시아나항공,OZ8108,PUS(김해),18:30,18:41,여객,출발,2007-06-25
93,대한항공,KE1908,KWJ(광주),18:40,19:04,여객,출발,2007-06-25
94,아시아나항공,OZ8938,GMP(김포),18:45,18:58,여객,출발,2007-06-25
95,대한항공,KE733,KIX(간사이),18:50,18:45,여객,출발,2007-06-25
96,아시아나항공,OZ8110,PUS(김해),18:50,19:02,여객,출발,2007-06-25
97,대한항공,KE1256,GMP(김포),18:55,19:15,여객,출발,2007-06-25
98,제주항공,7C128,GMP(김포),19:00,19:12,여객,출발,2007-06-25
99,중국동방항공,MU2076,PVG(푸동),19:00,19:09,여객,출발,2007-06-25
100,대한항공,KE1024,PUS(김해),19:05,19:23,여객,출발,2007-06-25
101,제주항공,7C508,PUS(김해),19:10,19:27,여객,출발,2007-06-25
102,원동항공,EF717,TPE(타오위안 국제 공항),19:15,19:19,여객,출발,2007-06-25
103,대한항공,KE1958,CJJ(청주),19:30,19:38,여객,출발,2007-06-25
104,대한항공,KE1022,PUS(김해),19:30,19:36,여객,출발,2007-06-25
105,대한항공,KE1258,GMP(김포),19:35,19:47,여객,출발,2007-06-25
106,중국동방항공,MU2074,PVG(푸동),19:55,19:42,여객,출발,2007-06-25
107,아시아나항공,OZ8130,TAE(대구),20:00,20:17,여객,출발,2007-06-25
108,대한항공,KE1030,PUS(김해),20:00,20:08,여객,출발,2007-06-25
109,HAN,HS306,CJJ(청주),20:00,20:05,여객,출발,2007-06-25
110,아시아나항공,OZ8942,GMP(김포),20:00,20:12,여객,출발,2007-06-25
111,대한항공,KE1810,TAE(대구),20:05,20:14,여객,출발,2007-06-25
112,아시아나항공,OZ8238,CJJ(청주),20:15,20:24,여객,출발,2007-06-25
113,제주항공,7C130,GMP(김포),20:20,20:29,여객,출발,2007-06-25
114,원동항공,EF719,TPE(타오위안 국제 공항),20:20,19:47,여객,출발,2007-06-25
115,아시아나항공,OZ8946,GMP(김포),20:25,20:48,여객,출발,2007-06-25
116,아시아나항공,OZ8150,KWJ(광주),20:30,20:50,여객,출발,2007-06-25
117,아시아나항공,OZ8112,PUS(김해),20:30,20:52,여객,출발,2007-06-25
118,대한항공,KE1260,GMP(김포),20:40,21:41,여객,지연,2007-06-25
119,제주항공,7C132,GMP(김포),20:45,:,여객,,2007-06-25
120,대한항공,KE1264,GMP(김포),20:50,21:44,여객,지연,2007-06-25
121,제주항공,7C132,GMP(김포),20:55,21:22,여객,출발,2007-06-25
122,대한항공,KE1266,GMP(김포),21:05,21:51,여객,지연,2007-06-25
123,아시아나항공,OZ8950,GMP(김포),21:10,21:34,여객,출발,2007-06-25
124,제주항공,7C134,GMP(김포),21:15,:,여객,취소,2007-06-25
125,대한항공,KE1268,GMP(김포),21:25,:,여객,취소,2007-06-25
126,아시아나항공,OZ8952,GMP(김포),21:30,:,여객,취소,2007-06-25
0,대한항공,KE1200,GMP(김포),07:05,:,여객,취소,2007-06-26
1,제주항공,7C102,GMP(김포),07:10,:,여객,취소,2007-06-26
2,대한항공,KE1286,GMP(김포),07:20,07:39,여객,출발,2007-06-26
3,아시아나항공,OZ8900,GMP(김포),07:25,07:31,여객,출발,2007-06-26
4,대한항공,KE1002,PUS(김해),08:00,:,여객,취소,2007-06-26
5,대한항공,KE1004,PUS(김해),08:20,08:26,여객,출발,2007-06-26
6,제주항공,7C106,GMP(김포),08:25,08:31,여객,출발,2007-06-26
7,대한항공,KE1006,PUS(김해),08:25,08:33,여객,출발,2007-06-26
8,아시아나항공,OZ8902,GMP(김포),08:30,08:36,여객,출발,2007-06-26
9,제주항공,7C502,PUS(김해),08:35,08:43,여객,출발,2007-06-26
10,대한항공,KE1204,GMP(김포),08:40,08:48,여객,출발,2007-06-26
11,제주항공,7C108,GMP(김포),08:50,09:03,여객,출발,2007-06-26
12,아시아나항공,OZ8906,GMP(김포),09:00,09:05,여객,출발,2007-06-26
13,대한항공,KE1802,TAE(대구),09:00,09:08,여객,출발,2007-06-26
14,아시아나항공,OZ8142,KWJ(광주),09:10,09:10,여객,출발,2007-06-26
